collection,encoder,image_family,image_weight,validation_n,pre2025_validation_transaction_mse,pre2025_validation_transaction_rmse
BAYC,SAM,XGBoost,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SAM,XGBoost,0.1,6187,1.914393863165622,1.383616226836626
BAYC,SAM,XGBoost,0.2,6187,1.9145808484249152,1.3836837964018063
BAYC,SAM,XGBoost,0.3,6187,1.9149678615497623,1.3838236381670037
BAYC,SAM,XGBoost,0.4,6187,1.9155549025401628,1.384035730225258
BAYC,SAM,XGBoost,0.5,6187,1.9163419713961176,1.3843200393681072
BAYC,SAM,XGBoost,0.6,6187,1.9173290681176256,1.3846765211115648
BAYC,SAM,XGBoost,0.7,6187,1.918516192704687,1.385105119730877
BAYC,SAM,XGBoost,0.8,6187,1.9199033451573013,1.385605768303994
BAYC,SAM,XGBoost,0.9,6187,1.9214905254754708,1.3861783887636796
BAYC,SAM,XGBoost,1.0,6187,1.9232777336591924,1.3868228919581593
BAYC,SAM,LightGBM,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SAM,LightGBM,0.1,6187,1.9144696663575191,1.383643619707589
BAYC,SAM,LightGBM,0.2,6187,1.9147275311514071,1.3837367998110794
BAYC,SAM,LightGBM,0.3,6187,1.9151805001535478,1.3839004661295362
BAYC,SAM,LightGBM,0.4,6187,1.9158285733639395,1.3841345936591354
BAYC,SAM,LightGBM,0.5,6187,1.9166717507825826,1.3844391466520234
BAYC,SAM,LightGBM,0.6,6187,1.9177100324094771,1.3848140786435834
BAYC,SAM,LightGBM,0.7,6187,1.9189434182446226,1.385259332487828
BAYC,SAM,LightGBM,0.8,6187,1.9203719082880202,1.3857748404008567
BAYC,SAM,LightGBM,0.9,6187,1.9219955025396689,1.3863605240123036
BAYC,SAM,LightGBM,1.0,6187,1.9238142009995687,1.3870162944246793
BAYC,SDXL_VAE,OLS,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,OLS,0.1,6187,1.9143761037694418,1.3836098090753195
BAYC,SDXL_VAE,OLS,0.2,6187,1.914473319001064,1.3836449396434998
BAYC,SDXL_VAE,OLS,0.3,6187,1.9146985514667485,1.3837263282407937
BAYC,SDXL_VAE,OLS,0.4,6187,1.915051801166496,1.3838539667054817
BAYC,SDXL_VAE,OLS,0.5,6187,1.915533068100305,1.3840278422417323
BAYC,SDXL_VAE,OLS,0.6,6187,1.9161423522681769,1.384247937426015
BAYC,SDXL_VAE,OLS,0.7,6187,1.9168796536701107,1.3845142302158222
BAYC,SDXL_VAE,OLS,0.8,6187,1.9177449723061073,1.3848266939606946
BAYC,SDXL_VAE,OLS,0.9,6187,1.9187383081761662,1.3851852974155356
BAYC,SDXL_VAE,OLS,1.0,6187,1.919859661280287,1.3855900047562002
BAYC,SDXL_VAE,Ridge,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,Ridge,0.1,6187,1.914342822958491,1.3835977822179721
BAYC,SDXL_VAE,Ridge,0.2,6187,1.9143523410736962,1.3836012218387552
BAYC,SDXL_VAE,Ridge,0.3,6187,1.9144354601174987,1.3836312587237607
BAYC,SDXL_VAE,Ridge,0.4,6187,1.9145921800898964,1.3836878911408803
BAYC,SDXL_VAE,Ridge,0.5,6187,1.9148225009908908,1.383771115824756
BAYC,SDXL_VAE,Ridge,0.6,6187,1.9151264228204805,1.3838809279777218
BAYC,SDXL_VAE,Ridge,0.7,6187,1.9155039455786669,1.384017321271185
BAYC,SDXL_VAE,Ridge,0.8,6187,1.9159550692654497,1.38418028784745
BAYC,SDXL_VAE,Ridge,0.9,6187,1.9164797938808282,1.3843698183219786
BAYC,SDXL_VAE,Ridge,1.0,6187,1.9170781194248026,1.3845859017860909
BAYC,SDXL_VAE,ElasticNet,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,ElasticNet,0.1,6187,1.9143263504207397,1.3835918294138412
BAYC,SDXL_VAE,ElasticNet,0.2,6187,1.9143104329158727,1.3835860771617619
BAYC,SDXL_VAE,ElasticNet,0.3,6187,1.9143591532572823,1.3836036835948662
BAYC,SDXL_VAE,ElasticNet,0.4,6187,1.9144725114449677,1.3836446478214584
BAYC,SDXL_VAE,ElasticNet,0.5,6187,1.9146505074789286,1.3837089677670404
BAYC,SDXL_VAE,ElasticNet,0.6,6187,1.9148931413591654,1.3837966401748363
BAYC,SDXL_VAE,ElasticNet,0.7,6187,1.9152004130856781,1.3839076606066165
BAYC,SDXL_VAE,ElasticNet,0.8,6187,1.9155723226584669,1.384042023443821
BAYC,SDXL_VAE,ElasticNet,0.9,6187,1.9160088700775315,1.3841997218889808
BAYC,SDXL_VAE,ElasticNet,1.0,6187,1.9165100553428722,1.3843807479674342
BAYC,SDXL_VAE,PLS,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,PLS,0.1,6187,1.9143554434566874,1.3836023429644397
BAYC,SDXL_VAE,PLS,0.2,6187,1.9144137567297697,1.383623415792668
BAYC,SDXL_VAE,PLS,0.3,6187,1.9145818455911303,1.3836841567319944
BAYC,SDXL_VAE,PLS,0.4,6187,1.9148597100407678,1.3837845605587482
BAYC,SDXL_VAE,PLS,0.5,6187,1.915247350078682,1.3839246186402936
BAYC,SDXL_VAE,PLS,0.6,6187,1.9157447657048736,1.38410431893874
BAYC,SDXL_VAE,PLS,0.7,6187,1.9163519569193428,1.3843236460161124
BAYC,SDXL_VAE,PLS,0.8,6187,1.917068923722089,1.3845825810409753
BAYC,SDXL_VAE,PLS,0.9,6187,1.9178956661131124,1.3848811017965088
BAYC,SDXL_VAE,PLS,1.0,6187,1.9188321840924127,1.385219182690022
BAYC,SDXL_VAE,LinearSVR,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,LinearSVR,0.1,6187,1.914353004322257,1.3836014615207144
BAYC,SDXL_VAE,LinearSVR,0.2,6187,1.9144164127116552,1.3836243755845208
BAYC,SDXL_VAE,LinearSVR,0.3,6187,1.9145971309400756,1.3836896801451095
BAYC,SDXL_VAE,LinearSVR,0.4,6187,1.9148951590075178,1.383797369200967
BAYC,SDXL_VAE,LinearSVR,0.5,6187,1.9153104969139838,1.3839474328579044
BAYC,SDXL_VAE,LinearSVR,0.6,6187,1.9158431446594715,1.3841398573335975
BAYC,SDXL_VAE,LinearSVR,0.7,6187,1.9164931022439808,1.3843746249639153
BAYC,SDXL_VAE,LinearSVR,0.8,6187,1.9172603696675132,1.3846517142110188
BAYC,SDXL_VAE,LinearSVR,0.9,6187,1.9181449469300682,1.3849710996732272
BAYC,SDXL_VAE,LinearSVR,1.0,6187,1.9191468340316447,1.3853327520966379
BAYC,SDXL_VAE,HistGradientBoosting,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,HistGradientBoosting,0.1,6187,1.9142372614420953,1.38355963421968
BAYC,SDXL_VAE,HistGradientBoosting,0.2,6187,1.9141578787961968,1.3835309460927128
BAYC,SDXL_VAE,HistGradientBoosting,0.3,6187,1.914168757834186,1.38353487770789
BAYC,SDXL_VAE,HistGradientBoosting,0.4,6187,1.9142698985560636,1.3835714287871312
BAYC,SDXL_VAE,HistGradientBoosting,0.5,6187,1.914461300961829,1.3836405967453502
BAYC,SDXL_VAE,HistGradientBoosting,0.6,6187,1.914742965051482,1.3837423766913703
BAYC,SDXL_VAE,HistGradientBoosting,0.7,6187,1.9151148908250235,1.3838767614296525
BAYC,SDXL_VAE,HistGradientBoosting,0.8,6187,1.9155770782824533,1.3840437414628388
BAYC,SDXL_VAE,HistGradientBoosting,0.9,6187,1.9161295274237697,1.3842433049951044
BAYC,SDXL_VAE,HistGradientBoosting,1.0,6187,1.9167722382489751,1.3844754379363235
BAYC,SDXL_VAE,XGBoost,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,XGBoost,0.1,6187,1.9142347845119136,1.3835587390898565
BAYC,SDXL_VAE,XGBoost,0.2,6187,1.9141709338947204,1.3835356641209942
BAYC,SDXL_VAE,XGBoost,0.3,6187,1.9142153539203035,1.3835517171108218
BAYC,SDXL_VAE,XGBoost,0.4,6187,1.9143680445886602,1.3836068966974182
BAYC,SDXL_VAE,XGBoost,0.5,6187,1.9146290058997928,1.3837011981998832
BAYC,SDXL_VAE,XGBoost,0.6,6187,1.9149982378537,1.38383461362032
BAYC,SDXL_VAE,XGBoost,0.7,6187,1.9154757404503824,1.3840071316472262
BAYC,SDXL_VAE,XGBoost,0.8,6187,1.9160615136898405,1.3842187376602877
BAYC,SDXL_VAE,XGBoost,0.9,6187,1.9167555575720743,1.3844694137365672
BAYC,SDXL_VAE,XGBoost,1.0,6187,1.917557872097082,1.3847591386580853
BAYC,SDXL_VAE,LightGBM,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SDXL_VAE,LightGBM,0.1,6187,1.914260278163574,1.3835679521308573
BAYC,SDXL_VAE,LightGBM,0.2,6187,1.914222196986577,1.3835541901156516
BAYC,SDXL_VAE,LightGBM,0.3,6187,1.9142926622408893,1.383579655184655
BAYC,SDXL_VAE,LightGBM,0.4,6187,1.9144716739265115,1.3836443451720213
BAYC,SDXL_VAE,LightGBM,0.5,6187,1.9147592320434426,1.3837482545764754
BAYC,SDXL_VAE,LightGBM,0.6,6187,1.915155336591683,1.3838913745636552
BAYC,SDXL_VAE,LightGBM,0.7,6187,1.9156599875712335,1.3840736929698625
BAYC,SDXL_VAE,LightGBM,0.8,6187,1.9162731849820933,1.3842951943072306
BAYC,SDXL_VAE,LightGBM,0.9,6187,1.9169949288242625,1.3845558597702956
BAYC,SDXL_VAE,LightGBM,1.0,6187,1.9178252190977418,1.3848556672439702
BAYC,DreamSim,OLS,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,OLS,0.1,6187,1.9145618531840187,1.3836769323740346
BAYC,DreamSim,OLS,0.2,6187,1.9148304209345886,1.3837739775464013
BAYC,DreamSim,OLS,0.3,6187,1.915212609023592,1.3839120669405234
BAYC,DreamSim,OLS,0.4,6187,1.9157084174510288,1.384091188271578
BAYC,DreamSim,OLS,0.5,6187,1.9163178462168986,1.3843113256117276
BAYC,DreamSim,OLS,0.6,6187,1.9170408953212017,1.3845724593971966
BAYC,DreamSim,OLS,0.7,6187,1.9178775647639377,1.3848745664369526
BAYC,DreamSim,OLS,0.8,6187,1.9188278545451065,1.3852176199229875
BAYC,DreamSim,OLS,0.9,6187,1.9198917646647098,1.3856015894421851
BAYC,DreamSim,OLS,1.0,6187,1.9210692951227457,1.3860264409897618
BAYC,DreamSim,Ridge,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,Ridge,0.1,6187,1.9145021412801442,1.383655354949398
BAYC,DreamSim,Ridge,0.2,6187,1.9147077591657142,1.3837296553755414
BAYC,DreamSim,Ridge,0.3,6187,1.915023759428591,1.3838438349136766
BAYC,DreamSim,Ridge,0.4,6187,1.9154501420687744,1.3839978836937483
BAYC,DreamSim,Ridge,0.5,6187,1.915986907086265,1.384191788404434
BAYC,DreamSim,Ridge,0.6,6187,1.9166340544810623,1.384425532298889
BAYC,DreamSim,Ridge,0.7,6187,1.917391584253167,1.3846990952019747
BAYC,DreamSim,Ridge,0.8,6187,1.9182594964025785,1.385012453518949
BAYC,DreamSim,Ridge,0.9,6187,1.9192377909292966,1.3853655802456248
BAYC,DreamSim,Ridge,1.0,6187,1.920326467833322,1.3857584449799762
BAYC,DreamSim,ElasticNet,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,ElasticNet,0.1,6187,1.9145085577210428,1.3836576736032085
BAYC,DreamSim,ElasticNet,0.2,6187,1.9147210492497888,1.3837344576362145
BAYC,DreamSim,ElasticNet,0.3,6187,1.9150443803581199,1.3838512854920935
BAYC,DreamSim,ElasticNet,0.4,6187,1.9154785510460353,1.3840081470302243
BAYC,DreamSim,ElasticNet,0.5,6187,1.916023561313536,1.3842050286404597
BAYC,DreamSim,ElasticNet,0.6,6187,1.9166794111606205,1.3844419132490249
BAYC,DreamSim,ElasticNet,0.7,6187,1.9174461005872903,1.3847187803259153
BAYC,DreamSim,ElasticNet,0.8,6187,1.918323629593545,1.385035605893778
BAYC,DreamSim,ElasticNet,0.9,6187,1.9193119981793847,1.3853923625382756
BAYC,DreamSim,ElasticNet,1.0,6187,1.9204112063448084,1.3857890194199145
BAYC,DreamSim,PLS,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,PLS,0.1,6187,1.9145256753825253,1.3836638592456354
BAYC,DreamSim,PLS,0.2,6187,1.9147619240504068,1.3837492272989376
BAYC,DreamSim,PLS,0.3,6187,1.9151156517755246,1.3838770363639699
BAYC,DreamSim,PLS,0.4,6187,1.91558685855788,1.3840472746831591
BAYC,DreamSim,PLS,0.5,6187,1.9161755443974708,1.3842599266024682
BAYC,DreamSim,PLS,0.6,6187,1.9168817092943005,1.3845149725785924
BAYC,DreamSim,PLS,0.7,6187,1.9177053532483659,1.3848123891879238
BAYC,DreamSim,PLS,0.8,6187,1.91864647625967,1.385152149137296
BAYC,DreamSim,PLS,0.9,6187,1.9197050783282097,1.3855342212764756
BAYC,DreamSim,PLS,1.0,6187,1.920881159453986,1.385958570612407
BAYC,DreamSim,LinearSVR,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,LinearSVR,0.1,6187,1.9145581456011693,1.383675592615975
BAYC,DreamSim,LinearSVR,0.2,6187,1.914817498320492,1.3837693082015123
BAYC,DreamSim,LinearSVR,0.3,6187,1.91518496392985,1.383902078880529
BAYC,DreamSim,LinearSVR,0.4,6187,1.9156605424292439,1.3840738934136587
BAYC,DreamSim,LinearSVR,0.5,6187,1.9162442338186718,1.3842847372627756
BAYC,DreamSim,LinearSVR,0.6,6187,1.9169360380981355,1.3845345925971426
BAYC,DreamSim,LinearSVR,0.7,6187,1.9177359552676334,1.3848234383009386
BAYC,DreamSim,LinearSVR,0.8,6187,1.9186439853271673,1.3851512499821697
BAYC,DreamSim,LinearSVR,0.9,6187,1.9196601282767358,1.3855179999829434
BAYC,DreamSim,LinearSVR,1.0,6187,1.9207843841163401,1.3859236573911062
BAYC,DreamSim,HistGradientBoosting,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,HistGradientBoosting,0.1,6187,1.9142163097336722,1.3835520625309596
BAYC,DreamSim,HistGradientBoosting,0.2,6187,1.9141594048643684,1.3835314976047233
BAYC,DreamSim,HistGradientBoosting,0.3,6187,1.9142361911639707,1.3835592474353857
BAYC,DreamSim,HistGradientBoosting,0.4,6187,1.9144466686324784,1.3836353091159816
BAYC,DreamSim,HistGradientBoosting,0.5,6187,1.9147908372698923,1.3837596746797807
BAYC,DreamSim,HistGradientBoosting,0.6,6187,1.9152686970762112,1.3839323311044551
BAYC,DreamSim,HistGradientBoosting,0.7,6187,1.9158802480514356,1.3841532603188982
BAYC,DreamSim,HistGradientBoosting,0.8,6187,1.9166254901955664,1.3844224392126727
BAYC,DreamSim,HistGradientBoosting,0.9,6187,1.9175044235086025,1.3847398396480843
BAYC,DreamSim,HistGradientBoosting,1.0,6187,1.9185170479905447,1.385105428474867
BAYC,DreamSim,XGBoost,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,XGBoost,0.1,6187,1.9142043239455884,1.383547730996509
BAYC,DreamSim,XGBoost,0.2,6187,1.9141265202415678,1.3835196132478815
BAYC,DreamSim,XGBoost,0.3,6187,1.9141734946598203,1.3835365895630733
BAYC,DreamSim,XGBoost,0.4,6187,1.914345247200346,1.383598658282215
BAYC,DreamSim,XGBoost,0.5,6187,1.9146417778631446,1.3837058133371936
BAYC,DreamSim,XGBoost,0.6,6187,1.9150630866482161,1.383858044254618
BAYC,DreamSim,XGBoost,0.7,6187,1.9156091735555612,1.3840553361609358
BAYC,DreamSim,XGBoost,0.8,6187,1.9162800385851781,1.3842976697896945
BAYC,DreamSim,XGBoost,0.9,6187,1.9170756817370693,1.384585021490941
BAYC,DreamSim,XGBoost,1.0,6187,1.9179961030112336,1.3849173632427436
BAYC,DreamSim,LightGBM,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,DreamSim,LightGBM,0.1,6187,1.9142759279373867,1.3835736077048402
BAYC,DreamSim,LightGBM,0.2,6187,1.9142794857945484,1.383574893453386
BAYC,DreamSim,LightGBM,0.3,6187,1.9144175793433669,1.383624797169871
BAYC,DreamSim,LightGBM,0.4,6187,1.9146902085838418,1.383723313594102
BAYC,DreamSim,LightGBM,0.5,6187,1.915097373515974,1.3838704323440016
BAYC,DreamSim,LightGBM,0.6,6187,1.9156390741397626,1.384066137921076
BAYC,DreamSim,LightGBM,0.7,6187,1.9163153104552075,1.3843104097185746
BAYC,DreamSim,LightGBM,0.8,6187,1.9171260824623095,1.3846032220323299
BAYC,DreamSim,LightGBM,0.9,6187,1.9180713901610678,1.384944544074263
BAYC,DreamSim,LightGBM,1.0,6187,1.919151233551483,1.3853343399885398
BAYC,AIM,OLS,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,OLS,0.1,6187,1.9143532746654282,1.3836015592161741
BAYC,AIM,OLS,0.2,6187,1.9144026809080419,1.3836194133171311
BAYC,AIM,OLS,0.3,6187,1.9145551244997217,1.3836745009212685
BAYC,AIM,OLS,0.4,6187,1.914810605440469,1.3837668175818023
BAYC,AIM,OLS,0.5,6187,1.915169123730282,1.383896355848328
BAYC,AIM,OLS,0.6,6187,1.9156306793691613,1.384063105269829
BAYC,AIM,OLS,0.7,6187,1.916195272357108,1.384267052398889
BAYC,AIM,OLS,0.8,6187,1.9168629026941204,1.3845081807971091
BAYC,AIM,OLS,0.9,6187,1.9176335703802003,1.3847864710417273
BAYC,AIM,OLS,1.0,6187,1.918507275415346,1.3851019007334247
BAYC,AIM,Ridge,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,Ridge,0.1,6187,1.9143551001630705,1.383602218906529
BAYC,AIM,Ridge,0.2,6187,1.914399735587571,1.3836183489631708
BAYC,AIM,Ridge,0.3,6187,1.9145408120453813,1.3836693290108664
BAYC,AIM,Ridge,0.4,6187,1.9147783295365026,1.3837551551978053
BAYC,AIM,Ridge,0.5,6187,1.9151122880609355,1.3838758210406508
BAYC,AIM,Ridge,0.6,6187,1.915542687618679,1.3840313174269863
BAYC,AIM,Ridge,0.7,6187,1.9160695282097333,1.3842216326187557
BAYC,AIM,Ridge,0.8,6187,1.9166928098340978,1.3844467522566903
BAYC,AIM,Ridge,0.9,6187,1.9174125324917737,1.3847066593657205
BAYC,AIM,Ridge,1.0,6187,1.9182286961827604,1.3850013343613645
BAYC,AIM,ElasticNet,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,ElasticNet,0.1,6187,1.9143182978971596,1.3835889194038666
BAYC,AIM,ElasticNet,0.2,6187,1.9143431355045715,1.3835978951648384
BAYC,AIM,ElasticNet,0.3,6187,1.9144814185941175,1.3836478665448508
BAYC,AIM,ElasticNet,0.4,6187,1.9147331471657976,1.3837388291024422
BAYC,AIM,ElasticNet,0.5,6187,1.9150983212196113,1.383870774754497
BAYC,AIM,ElasticNet,0.6,6187,1.9155769407555607,1.384043691779837
BAYC,AIM,ElasticNet,0.7,6187,1.9161690057736436,1.3842575648244237
BAYC,AIM,ElasticNet,0.8,6187,1.91687451627386,1.3845123749081696
BAYC,AIM,ElasticNet,0.9,6187,1.9176934722562116,1.3848080994333516
BAYC,AIM,ElasticNet,1.0,6187,1.918625873720697,1.3851447121946128
BAYC,AIM,PLS,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,PLS,0.1,6187,1.9143245970478562,1.3835911957828642
BAYC,AIM,PLS,0.2,6187,1.9143382103935291,1.3835961153434657
BAYC,AIM,PLS,0.3,6187,1.9144477458089013,1.3836356983718299
BAYC,AIM,PLS,0.4,6187,1.9146532032939727,1.3837099418931602
BAYC,AIM,PLS,0.5,6187,1.9149545828487429,1.383818840328727
BAYC,AIM,PLS,0.6,6187,1.915351884473213,1.3839623854979632
BAYC,AIM,PLS,0.7,6187,1.9158451081673809,1.3841405666215338
BAYC,AIM,PLS,0.8,6187,1.9164342539312489,1.3843533703253836
BAYC,AIM,PLS,0.9,6187,1.9171193217648153,1.384600780645748
BAYC,AIM,PLS,1.0,6187,1.9179003116680815,1.3848827790351361
BAYC,AIM,LinearSVR,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,LinearSVR,0.1,6187,1.914365693204755,1.3836060469674
BAYC,AIM,LinearSVR,0.2,6187,1.9144215380944807,1.3836262277416111
BAYC,AIM,LinearSVR,0.3,6187,1.914574440441059,1.3836814808477633
BAYC,AIM,LinearSVR,0.4,6187,1.9148244002444896,1.3837718020846101
BAYC,AIM,LinearSVR,0.5,6187,1.9151714175047732,1.3838971845858974
BAYC,AIM,LinearSVR,0.6,6187,1.9156154922219082,1.3840576188229694
BAYC,AIM,LinearSVR,0.7,6187,1.9161566243958967,1.3842530926083918
BAYC,AIM,LinearSVR,0.8,6187,1.9167948140267375,1.3844835911005726
BAYC,AIM,LinearSVR,0.9,6187,1.9175300611144308,1.3847490968093934
BAYC,AIM,LinearSVR,1.0,6187,1.918362365658977,1.3850495896028334
BAYC,AIM,HistGradientBoosting,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,HistGradientBoosting,0.1,6187,1.9143834312391177,1.3836124570265758
BAYC,AIM,HistGradientBoosting,0.2,6187,1.9145217556764798,1.3836624428221211
BAYC,AIM,HistGradientBoosting,0.3,6187,1.9148218790839673,1.3837708911102182
BAYC,AIM,HistGradientBoosting,0.4,6187,1.91528380146158,1.3839377881471335
BAYC,AIM,HistGradientBoosting,0.5,6187,1.9159075228093192,1.3841631127902951
BAYC,AIM,HistGradientBoosting,0.6,6187,1.916693043127183,1.3844468365116744
BAYC,AIM,HistGradientBoosting,0.7,6187,1.9176403624151728,1.3847889234158297
BAYC,AIM,HistGradientBoosting,0.8,6187,1.9187494806732885,1.3851893302625777
BAYC,AIM,HistGradientBoosting,0.9,6187,1.9200203979015293,1.3856480064942645
BAYC,AIM,HistGradientBoosting,1.0,6187,1.921453114099896,1.3861648942675961
BAYC,AIM,XGBoost,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,XGBoost,0.1,6187,1.9144222988369655,1.3836265026505403
BAYC,AIM,XGBoost,0.2,6187,1.9145939883265088,1.3836885445527505
BAYC,AIM,XGBoost,0.3,6187,1.9149219742405106,1.3838070581697834
BAYC,AIM,XGBoost,0.4,6187,1.9154062565789738,1.3839820289942257
BAYC,AIM,XGBoost,0.5,6187,1.9160468353418953,1.3842134356167388
BAYC,AIM,XGBoost,0.6,6187,1.9168437105292766,1.3845012497391531
BAYC,AIM,XGBoost,0.7,6187,1.9177968821411173,1.3848454361917497
BAYC,AIM,XGBoost,0.8,6187,1.918906350177418,1.3852459529547154
BAYC,AIM,XGBoost,0.9,6187,1.9201721146381774,1.385702751183737
BAYC,AIM,XGBoost,1.0,6187,1.9215941755233974,1.3862157752396982
BAYC,AIM,LightGBM,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,AIM,LightGBM,0.1,6187,1.9144186375620678,1.383625179577933
BAYC,AIM,LightGBM,0.2,6187,1.9145914931972896,1.38368764293004
BAYC,AIM,LightGBM,0.3,6187,1.9149254726775464,1.38380832223164
BAYC,AIM,LightGBM,0.4,6187,1.9154205760028398,1.3839872022539947
BAYC,AIM,LightGBM,0.5,6187,1.9160768031731688,1.38422426043368
BAYC,AIM,LightGBM,0.6,6187,1.9168941541885336,1.3845194668868088
BAYC,AIM,LightGBM,0.7,6187,1.9178726290489336,1.3848727844278454
BAYC,AIM,LightGBM,0.8,6187,1.91901222775437,1.3852841685929895
BAYC,AIM,LightGBM,0.9,6187,1.9203129503048417,1.3857535676680908
BAYC,AIM,LightGBM,1.0,6187,1.921774796700349,1.3862809227210584
MAYC,DINOv2,OLS,0.0,16221,0.16157973046435822,0.40196981287698486
MAYC,DINOv2,OLS,0.1,16221,0.16162613808329682,0.4020275339865378
MAYC,DINOv2,OLS,0.2,16221,0.1617128117312939,0.4021353152003613
MAYC,DINOv2,OLS,0.3,16221,0.16183975140834966,0.4022931162825803
MAYC,DINOv2,OLS,0.4,16221,0.16200695711446395,0.4025008784021023
MAYC,DINOv2,OLS,0.5,16221,0.16221442884963685,0.40275852424205355
MAYC,DINOv2,OLS,0.6,16221,0.16246216661386828,0.4030659581431658
MAYC,DINOv2,OLS,0.7,16221,0.16275017040715842,0.4034230662804972
MAYC,DINOv2,OLS,0.8,16221,0.1630784402295071,0.4038297168727273
MAYC,DINOv2,OLS,0.9,16221,0.16344697608091435,0.4042857604231373
MAYC,DINOv2,OLS,1.0,16221,0.16385577796138018,0.4047910299912539
MAYC,DINOv2,Ridge,0.0,16221,0.16157973046435822,0.40196981287698486
MAYC,DINOv2,Ridge,0.1,16221,0.16162603481852175,0.4020274055565388
MAYC,DINOv2,Ridge,0.2,16221,0.1617126006967777,0.4021350528078567
MAYC,DINOv2,Ridge,0.3,16221,0.16183942809912621,0.40229271444947423
MAYC,DINOv2,Ridge,0.4,16221,0.1620065170255673,0.4025003317086426
MAYC,DINOv2,Ridge,0.5,16221,0.16221386747610086,0.402757827330644
MAYC,DINOv2,Ridge,0.6,16221,0.16246147945072703,0.4030651057220496
MAYC,DINOv2,Ridge,0.7,16221,0.16274935294944576,0.4034220531272996
MAYC,DINOv2,Ridge,0.8,16221,0.16307748797225693,0.40382853783785133
MAYC,DINOv2,Ridge,0.9,16221,0.16344588451916076,0.4042844104330029
MAYC,DINOv2,Ridge,1.0,16221,0.16385454259015705,0.40478950405137365
MAYC,DINOv2,ElasticNet,0.0,16221,0.16157973046435822,0.40196981287698486
MAYC,DINOv2,ElasticNet,0.1,16221,0.16163296859652163,0.40203602897815216
MAYC,DINOv2,ElasticNet,0.2,16221,0.16172584174266919,0.40215151590248815
MAYC,DINOv2,ElasticNet,0.3,16221,0.16185834990280096,0.40231623121967247
MAYC,DINOv2,ElasticNet,0.4,16221,0.16203049307691697,0.4025301144969367
MAYC,DINOv2,ElasticNet,0.5,16221,0.16224227126501722,0.40279308740967396
MAYC,DINOv2,ElasticNet,0.6,16221,0.16249368446710166,0.4031050538843462
MAYC,DINOv2,ElasticNet,0.7,16221,0.16278473268317029,0.40346590027308415
MAYC,DINOv2,ElasticNet,0.8,16221,0.1631154159132233,0.40387549555924196
MAYC,DINOv2,ElasticNet,0.9,16221,0.16348573415726037,0.4043336915930459
MAYC,DINOv2,ElasticNet,1.0,16221,0.16389568741528168,0.40484032335635944
MAYC,DINOv2,PLS,0.0,16221,0.16157973046435822,0.40196981287698486
MAYC,DINOv2,PLS,0.1,16221,0.16162886857709677,0.40203092987616856
MAYC,DINOv2,PLS,0.2,16221,0.16171839185259454,0.4021422532544852
MAYC,DINOv2,PLS,0.3,16221,0.1618483002908517,0.40230374133340063
MAYC,DINOv2,PLS,0.4,16221,0.16201859389186826,0.40251533373508674
MAYC,DINOv2,PLS,0.5,16221,0.1622292726556441,0.40277695149504783
MAYC,DINOv2,PLS,0.6,16221,0.1624803365821793,0.40308849720896195
MAYC,DINOv2,PLS,0.7,16221,0.1627717856714739,0.40344985521310317
MAYC,DINOv2,PLS,0.8,16221,0.16310361992352782,0.4038608917975691
MAYC,DINOv2,PLS,0.9,16221,0.1634758393383411,0.4043214554514033
MAYC,DINOv2,PLS,1.0,16221,0.1638884439159137,0.4048313771385732
MAYC,DINOv2,LinearSVR,0.0,16221,0.16157973046435822,0.40196981287698486
MAYC,DINOv2,LinearSVR,0.1,16221,0.16163304908739642,0.4020361290821963
MAYC,DINOv2,LinearSVR,0.2,16221,0.16172661100769642,0.4021524723381623
MAYC,DINOv2,LinearSVR,0.3,16221,0.16186041622525843,0.40231879924415465
