collection,encoder,image_family,image_weight,validation_n,pre2025_validation_transaction_mse,pre2025_validation_transaction_rmse
BAYC,SAM,LinearSVR,0.8,6187,1.9198518710842252,1.385587193605738
BAYC,SAM,LinearSVR,0.9,6187,1.9212631953153676,1.3860963874548435
BAYC,SAM,LinearSVR,1.0,6187,1.9228368981169746,1.3866639456324574
BAYC,SAM,HistGradientBoosting,0.0,6187,1.9144069057718818,1.38362094005977
BAYC,SAM,HistGradientBoosting,0.1,6187,1.91442261338255,1.3836266163176212
BAYC,SAM,HistGradientBoosting,0.2,6187,1.9146306907961481,1.3837018070365263
BAYC,SAM,HistGradientBoosting,0.3,6187,1.9150311380126783,1.3838465008853686
BAYC,SAM,HistGradientBoosting,0.4,6187,1.9156239550321388,1.3840606760659515
BAYC,SAM,HistGradientBoosting,0.5,6187,1.9164091418545302,1.3843443003294122
BAYC,SAM,HistGradientBoosting,0.6,6187,1.9173866984798529,1.38469733100048
BAYC,SAM,HistGradientBoosting,0.7,6187,1.9185566249081056,1.3851197150095387
BAYC,SAM,HistGradientBoosting,0.8,6187,1.91991892113929,1.3856113889324415
BAYC,SAM,HistGradientBoosting,0.9,6187,1.9214735871734048,1.3861722790380007
BAYC,SAM,HistGradientBoosting,1.0,6187,1.92322062301045,1.3868023013430755
