collection,encoder,metadata_family,image_family,metadata_config,image_config,image_weight,validation_n,pre2025_validation_transaction_rmse,pre2025_validation_transaction_mse,overall_selected_pre2025,evaluation_transaction_rmse,evaluation_transaction_mae,evaluation_transaction_r2,evaluation_transaction_target_sd,evaluation_equal_token_n_transactions,evaluation_equal_token_n_tokens,evaluation_equal_token_rmse,evaluation_equal_token_mae,evaluation_equal_token_r2,evaluation_equal_token_target_sd
MAYC,SAM,XGBoost,ElasticNet,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""alpha"": 0.01, ""l1_ratio"": 0.5}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,SAM,XGBoost,PLS,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""components"": 64}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,SAM,XGBoost,LinearSVR,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""C"": 1, ""epsilon"": 0.1}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,SAM,XGBoost,HistGradientBoosting,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,SAM,XGBoost,XGBoost,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,SAM,XGBoost,LightGBM,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,OLS,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",{},0.4,16221,0.40176108729889937,0.16141197126759382,False,0.16630461376668243,0.09030567921989824,0.24311435209308563,0.19115654080030414,13019,2492,0.20271879012539698,0.11029699574313998,0.3071013867575314,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,Ridge,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""alpha"": 0.01}",0.4,16221,0.40176108786809367,0.16141197172495408,False,0.16630461520824125,0.09030568063055808,0.24311433897143908,0.19115654080030414,13019,2492,0.20271879492599787,0.110296999358519,0.3071013539403491,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,ElasticNet,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.4,16221,0.4017791380865635,0.16142647580158187,False,0.16633393622643444,0.09034193079522579,0.242847423773767,0.19115654080030414,13019,2492,0.2028927773492322,0.11042143272084784,0.3059114897523173,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,PLS,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""components"": 16}",0.4,16221,0.401761060320268,0.161411949589666,True,0.1663052572943481,0.09030598260598348,0.24310849443483395,0.19115654080030414,13019,2492,0.202721680772422,0.11029840946875494,0.3070816259884974,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,LinearSVR,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""C"": 1, ""epsilon"": 0.1}",0.3,16221,0.40182580837781084,0.16146398027848116,False,0.16647923100212186,0.09048214495143099,0.24152408153929616,0.19115654080030414,13019,2492,0.2030512358623207,0.110596859397948,0.30482690524059575,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,HistGradientBoosting,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.1,16221,0.401958985615621,0.161571026117139,False,0.16733742562599438,0.09114267769353115,0.2336840922931328,0.19115654080030414,13019,2492,0.20456233055415632,0.11160311070654239,0.2944415348288889,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,XGBoost,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.1,16221,0.4019515351560571,0.161565036614311,False,0.16736949944072216,0.09115884334952203,0.2333903023071755,0.19115654080030414,13019,2492,0.20466604136288077,0.11165154469312011,0.2937259330068349,0.24353375185129997
MAYC,SDXL_VAE,XGBoost,LightGBM,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.2,16221,0.4019347810547288,0.16155156822151276,False,0.16728889049625292,0.09108352318998143,0.23412855769632235,0.19115654080030414,13019,2492,0.20484778382015223,0.11167135987134438,0.29247104015689507,0.24353375185129997
MAYC,DreamSim,XGBoost,OLS,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",{},0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,DreamSim,XGBoost,Ridge,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""alpha"": 0.01}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,DreamSim,XGBoost,ElasticNet,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,DreamSim,XGBoost,PLS,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""components"": 32}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,DreamSim,XGBoost,LinearSVR,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""C"": 1, ""epsilon"": 0.1}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,DreamSim,XGBoost,HistGradientBoosting,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",0.1,16221,0.40196580999448417,0.16157651240452175,False,0.16745645380086363,0.0913659191558156,0.23259353381483538,0.19115654080030414,13019,2492,0.2047918275099059,0.11183972243377435,0.29285752520388153,0.24353375185129997
MAYC,DreamSim,XGBoost,XGBoost,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.1,16221,0.4019608503055386,0.16157252517835158,False,0.167387644247665,0.09126554751746684,0.23322407442199955,0.19115654080030414,13019,2492,0.20491453948240687,0.11188162203526947,0.2920098268667788,0.24353375185129997
MAYC,DreamSim,XGBoost,LightGBM,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,OLS,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}",{},0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,Ridge,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""alpha"": 10}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,ElasticNet,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,PLS,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""components"": 64}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,LinearSVR,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""C"": 0.1, ""epsilon"": 0.1}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,HistGradientBoosting,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,XGBoost,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
MAYC,AIM,XGBoost,LightGBM,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.0,16221,0.40196981287698486,0.16157973046435822,False,0.16747925531384972,0.0912984418814126,0.2323845335714112,0.19115654080030414,13019,2492,0.2045401466546313,0.11166066781521536,0.2945945560558185,0.24353375185129997
