collection,encoder,metadata_family,image_family,metadata_config,image_config,image_weight,validation_n,pre2025_validation_transaction_rmse,pre2025_validation_transaction_mse,overall_selected_pre2025,evaluation_transaction_rmse,evaluation_transaction_mae,evaluation_transaction_r2,evaluation_transaction_target_sd,evaluation_equal_token_n_transactions,evaluation_equal_token_n_tokens,evaluation_equal_token_rmse,evaluation_equal_token_mae,evaluation_equal_token_r2,evaluation_equal_token_target_sd
BAYC,CLIP,Ridge,ElasticNet,"{""alpha"": 1000}","{""alpha"": 0.001, ""l1_ratio"": 0.5}",0.0,6187,1.38362094005977,1.9144069057718818,False,0.252755229444784,0.10693521788717711,0.14746661162736452,0.2737439007579036,5120,1498,0.26642151058975055,0.12146621374699798,0.3045340639035691,0.3194709364844748
BAYC,CLIP,Ridge,PLS,"{""alpha"": 1000}","{""components"": 32}",0.1,6187,1.3836172875328103,1.9143967983596513,False,0.25323756579565676,0.10700684794423387,0.14420970413391443,0.2737439007579036,5120,1498,0.2679861486843915,0.12182905390214577,0.2963414240426048,0.3194709364844748
BAYC,CLIP,Ridge,LinearSVR,"{""alpha"": 1000}","{""C"": 1, ""epsilon"": 0.2}",0.0,6187,1.38362094005977,1.9144069057718818,False,0.252755229444784,0.10693521788717711,0.14746661162736452,0.2737439007579036,5120,1498,0.26642151058975055,0.12146621374699798,0.3045340639035691,0.3194709364844748
BAYC,CLIP,Ridge,HistGradientBoosting,"{""alpha"": 1000}","{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.1,6187,1.38360972962737,1.9143758839195235,False,0.25319113819281597,0.10685334633138725,0.14452346998191357,0.2737439007579036,5120,1498,0.267575257383514,0.12154028933961394,0.29849754693258945,0.3194709364844748
BAYC,CLIP,Ridge,XGBoost,"{""alpha"": 1000}","{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",0.1,6187,1.3836102545551812,1.9143773365102534,False,0.2532345430599693,0.10689783269810793,0.1442301340604265,0.2737439007579036,5120,1498,0.26790361834010673,0.12171944431741549,0.29677476168012606,0.3194709364844748
BAYC,CLIP,Ridge,LightGBM,"{""alpha"": 1000}","{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",0.1,6187,1.383610685196433,1.9143785281897425,False,0.25326089420733394,0.10690487853280148,0.1440520249378795,0.2737439007579036,5120,1498,0.26794134262817026,0.1217217614112463,0.2965767013521765,0.3194709364844748
BAYC,SigLIP2,Ridge,OLS,"{""alpha"": 1000}",{},0.1,6187,1.3835568871860904,1.9142296600800641,False,0.2523981117658493,0.10673171344121887,0.14987399733087714,0.2737439007579036,5120,1498,0.2655210549474838,0.12100561793669265,0.30922721306573175,0.3194709364844748
BAYC,SigLIP2,Ridge,Ridge,"{""alpha"": 1000}","{""alpha"": 100}",0.2,6187,1.3835627062295472,1.9142457620692286,False,0.2524416426598069,0.10678971140732725,0.1495807309837145,0.2737439007579036,5120,1498,0.26577589067100127,0.12122526316892807,0.30790062856777634,0.3194709364844748
BAYC,SigLIP2,Ridge,ElasticNet,"{""alpha"": 1000}","{""alpha"": 0.001, ""l1_ratio"": 0.5}",0.2,6187,1.383591137213572,1.9143244349759456,False,0.25281691176965504,0.10694951597346458,0.14705045677187556,0.2737439007579036,5120,1498,0.267010558485944,0.12166628058736924,0.3014553663910967,0.3194709364844748
BAYC,SigLIP2,Ridge,PLS,"{""alpha"": 1000}","{""components"": 32}",0.2,6187,1.3835864486010632,1.9143114607525027,False,0.25255404734660303,0.10692461203009611,0.14882323002231823,0.2737439007579036,5120,1498,0.26617886754221554,0.12144236115258636,0.30580027645079966,0.3194709364844748
BAYC,SigLIP2,Ridge,LinearSVR,"{""alpha"": 1000}","{""C"": 0.01, ""epsilon"": 0.2}",0.2,6187,1.383559573797322,1.9142370942462272,False,0.2523725274371692,0.10672576065140207,0.15004633460060102,0.2737439007579036,5120,1498,0.26556348380217226,0.1210981340646779,0.30900643178047693,0.3194709364844748
BAYC,SigLIP2,Ridge,HistGradientBoosting,"{""alpha"": 1000}","{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",0.1,6187,1.3836168906792286,1.914395700172856,False,0.25298469823801406,0.10678951743593838,0.1459179306253734,0.2737439007579036,5120,1498,0.26727285789856137,0.12140144872342962,0.30008225331567684,0.3194709364844748
