collection,encoder,family,training_equal_token_n_transactions,training_equal_token_n_tokens,training_equal_token_rmse,training_equal_token_mae,training_equal_token_r2,training_equal_token_target_sd,training_transaction_rmse,training_transaction_mae,training_transaction_r2,training_transaction_target_sd
MAYC,SDXL_VAE,LinearSVR,95207,9568,0.7303912020293771,0.16827688926125955,0.03236442905838732,0.7425054073221995,0.5481397186343782,0.1072791757933788,0.019325263509708535,0.5535142152344568
MAYC,SDXL_VAE,HistGradientBoosting,95207,9568,0.7252547665910449,0.15698173264624316,0.045926260869104785,0.7425054073221995,0.5452125687891305,0.10118233532789221,0.02977120323221416,0.5535142152344568
MAYC,SDXL_VAE,XGBoost,95207,9568,0.725505108654563,0.15783704963691247,0.0452674964690567,0.7425054073221995,0.5452968985365948,0.10140687825932562,0.029471043325010604,0.5535142152344568
MAYC,SDXL_VAE,LightGBM,95207,9568,0.7250144826409933,0.15665254050634916,0.04655834394140501,0.7425054073221995,0.5450609677290559,0.10089808186199913,0.03031068919794444,0.5535142152344568
MAYC,DreamSim,OLS,95207,9568,0.7303296305895438,0.16794642117634467,0.03252756411245272,0.7425054073221995,0.5481417455969237,0.1069846680245951,0.019318010633961658,0.5535142152344568
MAYC,DreamSim,Ridge,95207,9568,0.7307346386416285,0.16871928137880743,0.03145423295593641,0.7425054073221995,0.5483994443508858,0.1073909058836233,0.01839569470135649,0.5535142152344568
MAYC,DreamSim,ElasticNet,95207,9568,0.7304837924380737,0.16822757751331058,0.03211908258773866,0.7425054073221995,0.5483757231082097,0.10731921560715581,0.018480612257635753,0.5535142152344568
MAYC,DreamSim,PLS,95207,9568,0.7303256161910229,0.1679617952842256,0.03253819988314821,0.7425054073221995,0.5481469098492373,0.10698693377500619,0.01929953178928201,0.5535142152344568
MAYC,DreamSim,LinearSVR,95207,9568,0.7302837097399859,0.16834048732538628,0.03264922358674616,0.7425054073221995,0.5481066385173713,0.10723831197485398,0.019443626967152627,0.5535142152344568
MAYC,DreamSim,HistGradientBoosting,95207,9568,0.7263497049117499,0.15814915687123504,0.0430433002415741,0.7425054073221995,0.545354843438733,0.10116257477398988,0.02926476966552083,0.5535142152344568
MAYC,DreamSim,XGBoost,95207,9568,0.7260558296909514,0.15883258688829893,0.04381749748755437,0.7425054073221995,0.5454454480113234,0.10164362792924665,0.028942189393588946,0.5535142152344568
MAYC,DreamSim,LightGBM,95207,9568,0.7270010879353659,0.15900843694120959,0.04132615256677297,0.7425054073221995,0.5454551007993457,0.10132962214705678,0.0289078193271477,0.5535142152344568
MAYC,AIM,OLS,95207,9568,0.7301084235659198,0.16767204260984958,0.033113544136775586,0.7425054073221995,0.5480946940836173,0.10692008085267013,0.019486363406376883,0.5535142152344568
MAYC,AIM,Ridge,95207,9568,0.7310530743949881,0.16928347929199528,0.030609913320800652,0.7425054073221995,0.5487273764465249,0.10801741834058504,0.017221383512503796,0.5535142152344568
MAYC,AIM,ElasticNet,95207,9568,0.7324262614221635,0.17179580653582804,0.026964749551710465,0.7425054073221995,0.5494099182211303,0.1092032001832604,0.014774978708728903,0.5535142152344568
MAYC,AIM,PLS,95207,9568,0.7320100188812424,0.17065533737904282,0.028070399632891152,0.7425054073221995,0.5492300337000822,0.10909359297277807,0.015420026102096918,0.5535142152344568
MAYC,AIM,LinearSVR,95207,9568,0.7301277004173451,0.168071367530577,0.033062486589685025,0.7425054073221995,0.5480804312291647,0.10716928456773661,0.019537393790273527,0.5535142152344568
MAYC,AIM,HistGradientBoosting,95207,9568,0.7271701660053853,0.1597634190832292,0.04088018467140586,0.7425054073221995,0.5458292384872402,0.10201975918241422,0.02757518246167001,0.5535142152344568
MAYC,AIM,XGBoost,95207,9568,0.7256224718742665,0.15828923789884367,0.04495858191476365,0.7425054073221995,0.5454284783200449,0.10178716977460997,0.02900261081605182,0.5535142152344568
MAYC,AIM,LightGBM,95207,9568,0.7274137518697406,0.1599304034083625,0.04023750935203019,0.7425054073221995,0.545727153988617,0.1018310461527767,0.027938886748423486,0.5535142152344568
