collection,encoder,family,encoder_learner_selected_pre2025,overall_selected_pre2025,selected_config,pre2025_validation_transaction_rmse,evaluation_equal_token_n_transactions,evaluation_equal_token_n_tokens,evaluation_equal_token_rmse,evaluation_equal_token_mae,evaluation_equal_token_r2,evaluation_equal_token_target_sd,evaluation_transaction_rmse,evaluation_transaction_mae,evaluation_transaction_r2,evaluation_transaction_target_sd
MAYC,DINOv2,XGBoost,False,False,"{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.4025380665323814,13019,2492,0.20683968193499128,0.11326297590327328,0.27864440681575353,0.24353375185129997,0.16808868733950696,0.09204827793781722,0.226787893054337,0.19115654080030414
MAYC,DINOv2,LightGBM,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.4034359959997132,13019,2492,0.2116103341352207,0.11498722192537414,0.24498526601560122,0.24353375185129997,0.1697315643911368,0.09280193013149717,0.21159947932413958,0.19115654080030414
MAYC,CLIP,OLS,False,False,{},0.40206983078320807,13019,2492,0.20069317302973247,0.11020423335772865,0.32087943838390276,0.24353375185129997,0.1661328951098348,0.09075664344897133,0.24467659721187496,0.19115654080030414
MAYC,CLIP,Ridge,False,False,"{""alpha"": 1000}",0.40187265282666934,13019,2492,0.20041046562122494,0.10946659601630027,0.32279138372435634,0.24353375185129997,0.16587558162997013,0.09034319525251368,0.24701453733660494,0.19115654080030414
MAYC,CLIP,ElasticNet,False,False,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",0.40190956031998865,13019,2492,0.20039575523717398,0.10932597557669288,0.32289079602985093,0.24353375185129997,0.16571463723682153,0.09007303945365966,0.2484750295213869,0.19115654080030414
MAYC,CLIP,PLS,True,True,"{""components"": 16}",0.4017962604615376,13019,2492,0.20066415775564417,0.1093695660815264,0.32107579229587935,0.24353375185129997,0.16589113312089115,0.09012352186475887,0.24687333999576955,0.19115654080030414
MAYC,CLIP,LinearSVR,False,False,"{""C"": 0.01, ""epsilon"": 0.1}",0.4020650342863092,13019,2492,0.2011062147390308,0.11015410314278173,0.31808119902468157,0.24353375185129997,0.1665774259352161,0.09086977597960672,0.24062906951224539,0.19115654080030414
MAYC,CLIP,HistGradientBoosting,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.4025546665388345,13019,2492,0.20763719717778817,0.11290663418153365,0.27307099694267145,0.24353375185129997,0.1677712759762643,0.09189896944348258,0.22970533606184573,0.19115654080030414
MAYC,CLIP,XGBoost,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.40240910956447784,13019,2492,0.20540093373163174,0.11267313542803709,0.28864480409708215,0.24353375185129997,0.1678507541665764,0.09227072536651441,0.22897534069424297,0.19115654080030414
MAYC,CLIP,LightGBM,False,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.4030620456925085,13019,2492,0.21063987459303007,0.11459415818379429,0.25189448549189986,0.24353375185129997,0.16933583921784984,0.0929487143485691,0.21527146850500545,0.19115654080030414
MAYC,SigLIP2,OLS,False,False,{},0.4023881118420712,13019,2492,0.20414173847157202,0.11157705212973582,0.29733989087934554,0.24353375185129997,0.16840278843355816,0.0914704310314984,0.22389544751700552,0.19115654080030414
MAYC,SigLIP2,Ridge,False,False,"{""alpha"": 1000}",0.40189541965408465,13019,2492,0.2006926351229319,0.10935700553246713,0.3208830787975099,0.24353375185129997,0.1658504421943711,0.09001990423134987,0.2472427589339058,0.19115654080030414
MAYC,SigLIP2,ElasticNet,False,False,"{""alpha"": 0.001, ""l1_ratio"": 0.5}",0.4019200609019983,13019,2492,0.2004082220394932,0.10908457650192094,0.3228065462496338,0.24353375185129997,0.16548780170886201,0.08974425394965858,0.2505310445135278,0.19115654080030414
