collection,encoder,family,training_equal_token_n_transactions,training_equal_token_n_tokens,training_equal_token_rmse,training_equal_token_mae,training_equal_token_r2,training_equal_token_target_sd,training_transaction_rmse,training_transaction_mae,training_transaction_r2,training_transaction_target_sd
MAYC,CLIP,LightGBM,95207,9568,0.729667686696434,0.1640504128289594,0.03428053214423421,0.7425054073221995,0.5463830388879277,0.10282604984809098,0.025600929664261307,0.5535142152344569
MAYC,SigLIP2,OLS,95207,9568,0.7344422137580784,0.17429097296662815,0.02160095427773112,0.7425054073221995,0.5495557078400073,0.10919871014223041,0.01425203715659562,0.5535142152344569
MAYC,SigLIP2,Ridge,95207,9568,0.7344434847365608,0.17429232419999197,0.021597567965814024,0.7425054073221995,0.549556447867752,0.10919918038910473,0.014249382352641837,0.5535142152344569
MAYC,SigLIP2,ElasticNet,95207,9568,0.7362129685168963,0.1774704525479601,0.01687738777941139,0.7425054073221995,0.5503869782316925,0.11064745457686863,0.011267652416598328,0.5535142152344569
MAYC,SigLIP2,PLS,95207,9568,0.7353595957675882,0.17614021100031957,0.01915521726935554,0.7425054073221995,0.550043668255727,0.11018375924790791,0.012500733236647354,0.5535142152344569
MAYC,SigLIP2,LinearSVR,95207,9568,0.734564283491653,0.17468480256094293,0.021275692919054845,0.7425054073221995,0.5495821896296268,0.10942284609806523,0.01415703314243888,0.5535142152344569
MAYC,SigLIP2,HistGradientBoosting,95207,9568,0.7288960323406538,0.16247486629563088,0.03632203022982072,0.7425054073221995,0.5461946738866881,0.10253405705560295,0.026272660047356733,0.5535142152344569
MAYC,SigLIP2,XGBoost,95207,9568,0.7293258577958464,0.16340324580523213,0.03518514531581107,0.7425054073221995,0.5463505040931723,0.10277765078695862,0.025716968880894697,0.5535142152344569
MAYC,SigLIP2,LightGBM,95207,9568,0.7293562576011209,0.1637194416459157,0.03510471269528581,0.7425054073221995,0.5462834778103854,0.10272024517160998,0.02595600431257894,0.5535142152344569
MAYC,SAM,OLS,95207,9568,0.7369831500071342,0.17918463868053236,0.014819344983607596,0.7425054073221995,0.5507641018227936,0.1115070197747588,0.009912235030237526,0.5535142152344569
MAYC,SAM,Ridge,95207,9568,0.7369874536203425,0.17919327729254061,0.014807839024865488,0.7425054073221995,0.5507652976327452,0.1115085628836027,0.00990793570105597,0.5535142152344569
MAYC,SAM,ElasticNet,95207,9568,0.7414311508032186,0.1889125533536325,0.002891505951200246,0.7425054073221995,0.5522886499975693,0.1150765752131158,0.004423403802957915,0.5535142152344569
MAYC,SAM,PLS,95207,9568,0.737416895658887,0.1801131325815525,0.013659363042155315,0.7425054073221995,0.5509193288188744,0.11188265484724566,0.009354065001304868,0.5535142152344569
MAYC,SAM,LinearSVR,95207,9568,0.7372402136847621,0.17975632982570733,0.014131952522845381,0.7425054073221995,0.5508248716922644,0.11167416193491832,0.009693735591348673,0.5535142152344569
MAYC,SAM,HistGradientBoosting,95207,9568,0.7273395650206632,0.15981784048420938,0.040433266234627174,0.7425054073221995,0.5453578421333285,0.10120939242683667,0.02925409424372205,0.5535142152344569
