collection,encoder,family,encoder_learner_selected_pre2025,selected_config,pre2025_validation_transaction_rmse,evaluation_equal_token_n_transactions,evaluation_equal_token_n_tokens,evaluation_equal_token_rmse,evaluation_equal_token_mae,evaluation_equal_token_r2,evaluation_equal_token_target_sd,evaluation_transaction_rmse,evaluation_transaction_mae,evaluation_transaction_r2,evaluation_transaction_target_sd
BAYC,AIM,XGBoost,False,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}",1.3862157752396982,5120,1498,0.29382972158415277,0.13015553847555825,0.15408108201171644,0.3194709364844748,0.26313483779276853,0.11130564027798968,0.07600887932396361,0.2737439007579036
BAYC,AIM,LightGBM,False,"{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",1.3862809227210584,5120,1498,0.29133719539425557,0.12968257560992175,0.16837189004691666,0.3194709364844748,0.2632264819956104,0.11255648288187652,0.07536515478915573,0.2737439007579036
MAYC,DINOv2,OLS,False,{},0.4047910299912539,13019,2492,0.21398857700818927,0.11700301737696764,0.22791900462388692,0.24353375185129997,0.17109124734256145,0.09388565345647426,0.19891747253353753,0.19115654080030414
MAYC,DINOv2,Ridge,False,"{""alpha"": 0.01}",0.4047895040513737,13019,2492,0.2139805182703153,0.11699863195030909,0.22797715615035619,0.24353375185129997,0.17108766042221268,0.09388201888585276,0.19895106150016073,0.19115654080030414
MAYC,DINOv2,ElasticNet,False,"{""alpha"": 0.001, ""l1_ratio"": 0.1}",0.4048403233563595,13019,2492,0.21444038324089612,0.11701256457424941,0.2246552859328974,0.24353375185129997,0.1712146502364436,0.09375455027498689,0.1977614630411053,0.19115654080030414
MAYC,DINOv2,PLS,False,"{""components"": 64}",0.4048313771385732,13019,2492,0.2140499708047458,0.11701181164653782,0.22747591757745045,0.24353375185129997,0.17110690198988088,0.09389795106776619,0.198770869614171,0.19115654080030414
MAYC,DINOv2,LinearSVR,False,"{""C"": 1, ""epsilon"": 0.1}",0.40487512281137633,13019,2492,0.2144864950046341,0.11733973401238555,0.22432180064700546,0.24353375185129997,0.1713880270349203,0.09403990918032701,0.19613590153726768,0.19115654080030414
MAYC,DINOv2,HistGradientBoosting,False,"{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.40394991878646164,13019,2492,0.2149055807661095,0.11714513865901902,0.22128763971322063,0.24353375185129997,0.17169745930100255,0.09434800872677523,0.1932306106730406,0.19115654080030414
MAYC,DINOv2,XGBoost,False,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}",0.403831998564802,13019,2492,0.21550775995978044,0.11760660222727268,0.2169175218446069,0.24353375185129997,0.17181805401257,0.09453359083597833,0.19209691551395447,0.19115654080030414
MAYC,DINOv2,LightGBM,True,"{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}",0.40378132713521414,13019,2492,0.21455657824463828,0.11722040080785981,0.22381481373596057,0.24353375185129997,0.17160251234631888,0.09451718876982566,0.19412263455465828,0.19115654080030414
MAYC,CLIP,OLS,False,{},0.40409198153498527,13019,2492,0.21553247996045513,0.11722719661134477,0.2167378632595205,0.24353375185129997,0.1722322437313104,0.09403339573459718,0.18819711020028573,0.19115654080030414
MAYC,CLIP,Ridge,False,"{""alpha"": 0.01}",0.4040949411693304,13019,2492,0.21552740383002808,0.11722866571994889,0.2167747569466859,0.24353375185129997,0.17223023642289773,0.09403688299728645,0.18821603266496456,0.19115654080030414
