collection,encoding,family,origin,end,valid,train_n,validation_n,training_min,training_max,training_row_sha256,validation_row_sha256,dimension,transaction_mse,transaction_rmse,equal_token_mse,equal_token_rmse,equal_token_n,seconds,config,status,target_parameters
BAYC,one-hot,LinearSVR,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03293475589089375,0.18147935389705835,0.05736576750970502,0.23951151853241842,841,0.22647400002460927,"{""C"": 1, ""epsilon"": 0.1}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,LinearSVR,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03275322575918766,0.18097852292243868,0.05707354528584592,0.2389007017274037,841,0.2143808999680914,"{""C"": 1, ""epsilon"": 0.2}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.031366298531440066,0.17710533174198925,0.054496595996815105,0.23344505991092446,841,3.3695182999945246,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}","{""valid"": true, ""warnings"": [""Could not find the number of physical cores for the following reason:\n[WinError 2] \uc9c0\uc815\ub41c \ud30c\uc77c\uc744 \ucc3e\uc744 \uc218 \uc5c6\uc2b5\ub2c8\ub2e4\nReturning the number of logical cores instead. You can silence this warning by setting LOKY_MAX_CPU_COUNT to the number of cores you want to use.""]}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.031198238108829823,0.176630229883873,0.05421106083715519,0.23283268850647923,841,2.3788599999970756,"{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03161371812547228,0.17780246940206504,0.05447212477075006,0.23339264078104532,841,3.328874500002712,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03166504653188989,0.17794675195656112,0.05460700439293254,0.2336814164475484,841,3.1115320999524556,"{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 31}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03159576456213309,0.1777519748473504,0.05416262868918747,0.23272865893393418,841,2.1063251000014134,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03144396265627475,0.17732445588884446,0.05419014797125302,0.23278777453133792,841,2.1261807000264525,"{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 15}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.032229225126513834,0.1795249986116525,0.05477509444582886,0.2340407965416048,841,2.85628030000953,"{""l2_regularization"": 1, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,HistGradientBoosting,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.031573399834542125,0.17768905378368732,0.05387549160582043,0.23211094675999328,841,3.0370723999803886,"{""l2_regularization"": 10, ""learning_rate"": 0.1, ""max_leaf_nodes"": 31}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,XGBoost,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03136630082401524,0.17710533821433852,0.0544965994349135,0.23344506727475203,841,1.0940473999944516,"{""l2_regularization"": 1, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
BAYC,one-hot,XGBoost,2024-04-01,2024-07-01,True,29019,3643,2022-01-01 00:03:36+00:00,2024-03-31 23:18:35+00:00,62d3f670c9681fbccd86f3ceb7f6f0aedf2a046b6f4da5c37e7c84feca590f4d,82e8fcafedb1dc06cd0cc6d906be19ef4942359e6fda0bfb3767731b8cf6945d,171,0.03119823872735399,0.1766302316347742,0.05421105832912281,0.23283268312056796,841,0.9550212000031024,"{""l2_regularization"": 10, ""learning_rate"": 0.05, ""max_leaf_nodes"": 15}","{""valid"": true, ""warnings"": []}","{""center"": -0.014252022707201389, ""normalized_MAD"": 0.08531864517626224}"
